,baseMean,log2FoldChange,lfcSE,pvalue,padj
ADAMTS19,1.675356396,0.002062944,0.046165435,0.278435703,NA
SMURF1,665.0952849,-0.034551333,0.051293164,0.155838318,0.488560098
KPNA7,0.794284835,-0.001556539,0.046161298,0.142569523,NA
TRRAP,9643.296591,-0.010694922,0.039502584,0.621201251,0.842319414
LOC119052713,342.383735,-0.005599002,0.045241959,0.605077441,0.833683102
HIGD2A,155.9086781,-0.015646325,0.047656146,0.274818705,0.613168216
CLTB,1279.875421,-0.028881352,0.051666277,0.166271124,0.503017134
FAF2,1204.168879,-0.03192187,0.044668949,0.206729893,0.551731762
LOC119062978,0.119963741,-1.84E-05,0.046134737,0.992596982,NA
RNF44,1238.06869,-0.038878914,0.049854826,0.140086032,0.464183297
CDHR2,1014.559262,-0.064876125,0.062547748,0.045768176,0.28666559
GPRIN1,4.476121605,0.003573816,0.046278583,0.148780358,NA
SNCB,12.04226549,0.001770351,0.046002914,0.611246627,NA
EIF4E1B,0.228905431,-1.13E-05,0.046134755,0.992591895,NA
TSPAN17,563.8541175,-0.040435767,0.061775732,0.083336915,0.372435752
UNC5A,5.567572323,0.00421233,0.046322815,0.198017175,NA
HK3,61.66207856,-0.00846565,0.046481553,0.312492674,NA
UIMC1,703.9619344,0.021508887,0.041657351,0.35500766,0.678034268
LOC119062961,4.224806369,0.001388312,0.046089914,0.611385372,NA
ZNF346,358.3909492,0.019694299,0.045480164,0.327469787,0.658265994
FGFR4,175.9376103,-0.014302575,0.046125239,0.350593468,0.674120126
LOC119035150,43.19620743,0.024462581,0.055426702,0.007243373,NA
LOC119035162,16.73232697,-0.000718965,0.045909875,0.876556184,NA
NSD1,3144.433887,0.000908693,0.039040776,0.965449099,0.985816289
RAB24,418.7228758,-0.025118866,0.05171887,0.141705687,0.465415992
PRELID1,1672.758275,-0.03586844,0.054710685,0.12868973,0.448101075
MXD3,92.58868455,-0.00955803,0.046128606,0.387053168,NA
LOC128627128,46.02435814,0.023739158,0.054511769,0.043535758,NA
LMAN2,1467.112179,-0.184924763,0.069837699,0.000589243,0.042212906
RGS14,53.20560366,-0.003000346,0.045257728,0.547107001,NA
SLC34A1,6.189560209,-0.000992116,0.046071044,0.725872324,NA
PFN3,2.270856488,0.003393808,0.046285101,0.074345224,NA
F12,3.169319508,-0.00026744,0.046084299,0.91017928,NA
GRK6,983.3772286,-0.01305298,0.038475196,0.563599891,0.810938436
PRR7,93.99050026,-0.036412378,0.067357841,0.012398655,NA
DBN1,5662.581998,-0.096267275,0.061462716,0.011780996,0.163220858
PDLIM7,9824.516324,-0.110617971,0.073006058,0.00954858,0.151604083
DOK3,35.34269381,-0.0065341,0.046213528,0.371445387,NA
DDX41,611.3617523,-0.144116032,0.096792744,0.006287169,0.121422151
FAM193B,1058.519574,0.002548504,0.04050996,0.896698361,0.961845313
LOC119035147,1.670880917,0.001663288,0.046147089,0.355308883,NA
TMED9,1526.796119,-0.018102624,0.043970686,0.380955939,0.694018065
B4GALT7,508.7383379,-0.201760435,0.120937549,0.00331109,0.092774374
N4BP3,27.35237512,-0.010645565,0.04747599,0.111281568,NA
RMND5B,314.6892726,-0.041403046,0.061430375,0.086720331,0.37854709
NHP2,528.7932359,-0.0358502,0.062359245,0.056147029,0.312573309
HNRNPAB,2306.517656,0.010910771,0.037105861,0.632921682,0.848460134
PHYKPL,219.1764009,0.009476164,0.044152806,0.55259489,0.803967315
COL23A1,1321.101921,-0.092437219,0.083370682,0.019905746,0.208079489
CLK4,1492.406705,0.03999259,0.046718041,0.138841555,0.462699036
LOC119062964,13.79920136,-0.019733771,0.052526026,3.92E-05,NA
LOC119055211,243.5987005,-0.044642335,0.072101999,0.042712946,0.27701585
RACK1,9558.658022,-0.021704291,0.043390135,0.334809201,0.663939245
TRIM41,1010.261507,-0.024749331,0.040218333,0.310722956,0.643527425
TRIM7,7.331766517,0.000291254,0.046021483,0.943121211,NA
SMAP1,1565.885463,0.078762594,0.052838669,0.020307173,0.209360437
B3GAT2,48.33083823,0.011478219,0.047439646,0.175185957,NA
LOC119040714,0.127358611,-3.25E-05,0.046134794,0.933803604,NA
OGFRL1,309.1964773,0.015733942,0.045103359,0.386404756,0.69779274
LOC119040711,212.443647,0.004988905,0.042648691,0.768569057,0.915996704
RIMS1,1676.218127,0.007245183,0.043729671,0.644579479,0.854426937
LOC119050611,0.196580362,0.000133912,0.046133256,0.991082614,NA
KCNQ5,383.9801706,0.009509538,0.044890206,0.509890385,0.778576055
KHDC3L,1.661292787,-0.000107096,0.046112079,0.956687131,NA
LOC119050929,0.235017033,-5.25E-05,0.046134499,0.986947663,NA
CGAS,1.259722803,0.001752518,0.04616272,0.246001911,NA
MTO1,370.2437889,-0.010505674,0.042531845,0.576744626,0.818947068
EEF1A1,117742.331,0.018592175,0.039453418,0.426458702,0.728014679
SLC17A5,970.9495199,-0.013484051,0.037221645,0.559052181,0.808836378
CD109,742.9963909,0.021448561,0.044481143,0.325103034,0.6567275
COL12A1,51173.13059,0.020669227,0.04535924,0.320691876,0.652090578
LOC119050921,1.645572871,-0.001076524,0.046131075,0.466923824,NA
LOC119050898,1120.268373,-0.011068629,0.044812774,0.477185322,0.759892864
TMEM30A,4611.249765,0.06734626,0.045303512,0.028826875,0.239150204
LOC119052714,20.76096404,0.003024471,0.04586492,0.654421,NA
